Date,NewsSourceName,Headline,Polarity,Subjectivity,Category,,,,,,,,,,,,,,,
2019-03-27 10:20:15.522116,Washington Post,"Trump surprises Republicans, pleases Democrats with push for health-care battle",0,0,miscellaneous,,,,,,,,,,,,,,,
2019-03-27 10:20:15.522116,ABC,OxyContin family stops giving as museums cut ties,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-03-27 10:20:15.522116,Breitbart,Jussie Smollett’s ‘Community Service’: 18 Hours with Jesse Jackson’s Organization,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-03-27 10:20:15.522116,Buzzfeed,15 Hilarious Notes That Could Only Be Written By Husbands And Boyfriends,0.25,1,miscellaneous,,,,,,,,,,,,,,,
2019-03-27 10:20:15.522116,China Daily,Inspectors to assess chemical hazards,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-03-27 10:20:15.522116,Sixth Tone,Camera Above the Classroom,0,0.1,miscellaneous,,,,,,,,,,,,,,,
2019-03-28 12:33:40.646642,Fox,"Trump vows to go public with FISA docs in wake of Mueller probe, slams 'treasonous' FBI on 'Hannity'",0,0.07,miscellaneous,,,,,,,,,,,,,,,
2019-03-28 12:33:40.646642,NBC,"Comey: Mueller report shows Trump lied about FBI, failed to destroy it",-0.35,0.15,miscellaneous,,,,,,,,,,,,,,,
2019-03-28 12:33:40.646642,Washington Post,"Boeing, initially defensive, now ‘humbled’ by 737 Max crisis",0,0,miscellaneous,,,,,,,,,,,,,,,
2019-03-28 12:33:40.646642,ABC,Admitted push teen to spend 2 days in jail,-0.05,0,miscellaneous,,,,,,,,,,,,,,,
2019-03-28 12:33:40.646642,Breitbart,Comey: ‘Good News’ That Evidence Doesn’t Establish Americans Conspiring with Russia,0.7,0.6,miscellaneous,,,,,,,,,,,,,,,
2019-03-28 12:33:40.646642,Buzzfeed,15 Reasons Why Vaccinating Your Kids Is The Worst Thing You Can Do For Them,-1,1,miscellaneous,,,,,,,,,,,,,,,
2019-03-28 12:33:40.646642,China Daily,Ground Force tests proficiency of top officers,0.5,0.5,miscellaneous,,,,,,,,,,,,,,,
2019-03-28 12:33:40.646642,Sixth Tone,"China Wants More Anesthesiologists, Vaginal Births",0.35,0.3,miscellaneous,,,,,,,,,,,,,,,
2019-03-29 12:44:01.224096,Fox,Fired-up president says Democrats 'defrauding the public with ridiculous bullsh--',-0.17,0.53,miscellaneous,,,,,,,,,,,,,,,
2019-03-29 12:44:01.224096,NBC,DHS to ask Congress for sweeping authority to deport unaccompanied migrant children,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-03-29 12:44:01.224096,Washington Post,How Trump dodged a special counsel interview — and a subpoena fight,0.36,0.57,miscellaneous,,,,,,,,,,,,,,,
2019-03-29 12:44:01.224096,ABC,SCOTUS refuses to stop Trump admin bump stock ban,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-03-29 12:44:01.224096,Breitbart,Donald Trump: Illegal Immigrants Met by Democrat Lawyers at the Border,-0.5,0.5,miscellaneous,,,,,,,,,,,,,,,
2019-03-29 12:44:01.224096,Buzzfeed,"27 “Overheard” Conversations That Are So Los Angeles, It Actually Hurts",0,0.1,miscellaneous,,,,,,,,,,,,,,,
2019-03-29 12:44:01.224096,China Daily,Event planned to fete PLA Navy's 70th anniversary,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-03-29 12:44:01.224096,Sixth Tone,Chinese Developers Protest Overwork on GitHub,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-03-30 15:22:42.105063,Fox,"Valerie Plame, outed CIA agent and Trump critic, making political plans: report",0,0.1,miscellaneous,,,,,,,,,,,,,,,
2019-03-30 15:22:42.105063,NBC,Trump threatens border closing next week: 'I'm not playing games',0,0,miscellaneous,,,,,,,,,,,,,,,
2019-03-30 15:22:42.105063,Washington Post,"With social program fights, some in GOP fear being seen as the party of the 1 percent",0.03,0.07,miscellaneous,,,,,,,,,,,,,,,
2019-03-30 15:22:42.105063,ABC,SBA Admin Linda McMahon expected to resign,-0.1,0.4,miscellaneous,,,,,,,,,,,,,,,
2019-03-30 15:22:42.105063,Breitbart,Ocasio-Cortez: I Did Not Expect GOP to Make ‘Total Fools of Themselves’ with Green New Deal Attacks,-0.02,0.5,miscellaneous,,,,,,,,,,,,,,,
2019-03-30 15:22:42.105063,Buzzfeed,Purr feet And Hilarious Rules Their Pets Have Implemented In Their House,0.5,1,miscellaneous,,,,,,,,,,,,,,,
2019-03-30 15:22:42.105063,China Daily,Event planned to fete PLA Navy's 70th anniversary,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-03-30 15:22:42.105063,Sixth Tone,Why It’s Time to Reform China’s Academic Publishing Databases,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-03-31 10:20:35.826434,Fox,South Carolina man charged with kidnapping and murder of University of South Carolina student,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-03-31 10:20:35.826434,NBC,"Trump administration says it will cut foreign aid for Guatemala, Honduras, El Salvador",-0.12,0.12,miscellaneous,,,,,,,,,,,,,,,
2019-03-31 10:20:35.826434,Washington Post,Trump to cut millions in U.S. aid to 3 Central American countries,0,0.12,miscellaneous,,,,,,,,,,,,,,,
2019-03-31 10:20:35.826434,ABC,Judge restores Obama-era drilling ban in Arctic,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-03-31 10:20:35.826434,Breitbart,Rob Reiner Rejects Total Exoneration ’We’ve seen Collusion and Obstruction in plain sight’’Trust Your Eyes’,-0.11,0.55,miscellaneous,,,,,,,,,,,,,,,
2019-03-31 10:20:35.826434,Buzzfeed,9 Awesome Movies Coming To Theaters In April 2019,1,1,miscellaneous,,,,,,,,,,,,,,,
2019-03-31 10:20:35.826434,China Daily,Event planned to fete PLA Navy's 70th anniversary,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-03-31 10:20:35.826434,Sixth Tone,How We Can Improve the Lives of China’s Delivery Drivers,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-01 13:16:07.120091,Fox,Many 2020 Dems 'believe' misconduct accuser; 1 candidate 'not sure' claim 'disqualifies',0.12,0.69,miscellaneous,,,,,,,,,,,,,,,
2019-04-01 13:16:07.120091,NBC,Not your father's campaign trail: What might have happened to Buttigieg a generation ago,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-01 13:16:07.120091,Washington Post,White House doubles down on threat to close U.S.-Mexico border,-0.08,0.14,miscellaneous,,,,,,,,,,,,,,,
2019-04-01 13:16:07.120091,ABC,2 Marines killed in helicopter crash: Officials,-0.2,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-01 13:16:07.120091,Breitbart,"Mick Mulvaney: Migrants, Democrats Are Shutting Down the Border",-0.16,0.29,miscellaneous,,,,,,,,,,,,,,,
2019-04-01 13:16:07.120091,Buzzfeed,A Woman Is Suing TGI Friday’s For $5 Million For Fake Potato Skin Chips,-0.5,1,miscellaneous,,,,,,,,,,,,,,,
2019-04-01 13:16:07.120091,China Daily,Xiongan area's rosy prospects draw workers,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-01 13:16:07.120091,Sixth Tone,Why Northeast China’s Forgotten Japanese Shrines Still Matter,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-02 17:36:49.442305,Fox,"Disaster relief for flooded Midwest stalled by Dems' 'political games,' GOP says",0,0.1,miscellaneous,,,,,,,,,,,,,,,
2019-04-02 17:36:49.442305,NBC,'What's on the horizon': How N.J. turned vocational schools into sought-after academies,0.3,0.4,miscellaneous,,,,,,,,,,,,,,,
2019-04-02 17:36:49.442305,Washington Post,"Khashoggi children receive payments, houses from Saudi Arabia after killing",0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-02 17:36:49.442305,ABC,4 dead bodies found at North Dakota business,-0.2,0.4,miscellaneous,,,,,,,,,,,,,,,
2019-04-02 17:36:49.442305,Breitbart,Solomon – Joe Biden’s 2020 Ukrainian Nightmare: A Closed Probe Is Revived,-0.1,0.1,miscellaneous,,,,,,,,,,,,,,,
2019-04-02 17:36:49.442305,Buzzfeed,18 Times Gay Twitter Was Hilarious,0.46,0.79,miscellaneous,,,,,,,,,,,,,,,
2019-04-02 17:36:49.442305,China Daily,Bay Area to fuel growth along Belt and Road,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-02 17:36:49.442305,Sixth Tone,Reusable Rocket Landing One Small Step for China’s Space Startups,-0.25,0.4,miscellaneous,,,,,,,,,,,,,,,
2019-04-07 15:18:26.872999,Fox,"Says opponents condone high taxes, open borders, late-term abortion, anti-Semitism",0.08,0.52,miscellaneous,,,,,,,,,,,,,,,
2019-04-07 15:18:26.872999,NBC,What does it mean to be European in the Brexit era? We asked millennials,-0.16,0.34,miscellaneous,,,,,,,,,,,,,,,
2019-04-07 15:18:26.872999,Washington Post,"Without a well-defined border strategy, Trump seeks quick-fix solutions",0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-07 15:18:26.872999,ABC,Legendary wrestler attacked by man during speech,1,1,miscellaneous,,,,,,,,,,,,,,,
2019-04-07 15:18:26.872999,Breitbart,Swastika-Clad Protesters Interrupt Trump Speech to Jewish Republicans,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-07 15:18:26.872999,Buzzfeed,A Look Back At What People Were Wearing At Coachella 10 Years Ago,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-07 15:18:26.872999,China Daily,State Council pledges more fee reductions,0.5,0.5,miscellaneous,,,,,,,,,,,,,,,
2019-04-07 15:18:26.872999,Sixth Tone,Govt Report Details Alarming Effects of Climate Change in China,-0.1,0.6,miscellaneous,,,,,,,,,,,,,,,
2019-04-10 17:42:08.862984,Fox,"AOC tweets theory on migrant crisis, slams 'far-right' for drumming up fear, resistance to immigrants",0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-10 17:42:08.862984,NBC,"After latest police shooting, residents in California city declare police force 'rotten'",0.5,0.9,miscellaneous,,,,,,,,,,,,,,,
2019-04-10 17:42:08.862984,Washington Post,Inside the White House’s growing panic to contain the border crisis,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-10 17:42:08.862984,ABC,"'Start Here': Trump, Homeland Security, Barr",0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-10 17:42:08.862984,Breitbart,Netanyahu wins historic fifth termNew York Times Declares ‘Setback’,0.15,0.1,miscellaneous,,,,,,,,,,,,,,,
2019-04-10 17:42:08.862984,Buzzfeed,16 Panorama Fails That Are Liiiiiterally Out Of A Horror Movie,-0.5,0.3,miscellaneous,,,,,,,,,,,,,,,
2019-04-10 17:42:08.862984,China Daily,Court rejects excuse for criminal acts,-0.23,0.3,miscellaneous,,,,,,,,,,,,,,,
2019-04-10 17:42:08.862984,Sixth Tone,The Cycle of Negligence at China’s Health-Check Companies,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-11 14:04:22.189603,Fox,Speaker blasts Barr after he appeared to back claims from Trump campaign about FBI 'spying',0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-11 14:04:22.189603,NBC,"Post Mueller, Trump pushes the bounds of his power",0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-11 14:04:22.189603,Washington Post,"European leaders offer Brexit delay, averting chaotic Friday exit",0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-11 14:04:22.189603,ABC,EU offers UK a Brexit delay until Halloween,0.1,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-11 14:04:22.189603,Breitbart,Barack Obama’s Former White House Counsel Expects To Be Indicted on Federal Corruption Charges,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-11 14:04:22.189603,Buzzfeed,Celebrities And TV Shows Are Celebrating National Sibling Day And I Can’t Get Enough Of It,0,0.5,miscellaneous,,,,,,,,,,,,,,,
2019-04-11 14:04:22.189603,China Daily,"Swine fever contained, minister says",0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-11 14:04:22.189603,Sixth Tone,Banned ‘Vision-Recovering’ Products Still Being Sold Online,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-12 13:04:38.823805,Fox,Dem rep called out for telling veteran to 'go do something' about domestic terror,0,0.05,miscellaneous,,,,,,,,,,,,,,,
2019-04-12 13:04:38.823805,NBC,White House considered dumping migrants in 'sanctuary cities' as political retaliation ,0,0.05,miscellaneous,,,,,,,,,,,,,,,
2019-04-12 13:04:38.823805,Washington Post,White House wanted detainees released to ‘sanctuary cities’ to target Trump’s foes,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-12 13:04:38.823805,ABC,Former Obama White House counsel indicted,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-12 13:04:38.823805,Breitbart,Devin Nunes Sends Criminal Referrals to AG Barr Alleging ‘Potential Violations’ in Russia Probe,-0.2,0.78,miscellaneous,,,,,,,,,,,,,,,
2019-04-12 13:04:38.823805,Buzzfeed,"25 Weird And Freaky Pictures That Will Make You Go, “Whoa Dude”",-0.5,1,miscellaneous,,,,,,,,,,,,,,,
2019-04-12 13:04:38.823805,China Daily,Tsinghua University will expel those who plagiarize,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-12 13:04:38.823805,Sixth Tone,Giggling Into the Abyss: China Memes First Black Hole Image,0.04,0.38,miscellaneous,,,,,,,,,,,,,,,
2019-04-13 11:48:27.411468,Fox,Nancy Pelosi grapples with her own 'Tea Party' as liberal wing flexes muscle,0.6,1,miscellaneous,,,,,,,,,,,,,,,
2019-04-13 11:48:27.411468,NBC,U.S. court temporarily allows Trump administration to resume returning asylum-seekers to Mexico,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-13 11:48:27.411468,Washington Post,"Trump’s plan to send detainees to ‘sanctuary cities’ may be costly, illegal",-0.5,0.5,miscellaneous,,,,,,,,,,,,,,,
2019-04-13 11:48:27.411468,ABC,Fisher-Price Rock N' Play sleepers recalled,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-13 11:48:27.411468,Breitbart,Rep. Omar Compares Her ‘Some People Did Something’ 9/11 Remarks to President George W. Bush,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-13 11:48:27.411468,Buzzfeed,This New Sandwich Uses Pickles Instead Of Bread And People Are All About It,0.14,0.45,miscellaneous,,,,,,,,,,,,,,,
2019-04-13 11:48:27.411468,China Daily,Tsinghua University will expel those who plagiarize,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-13 11:48:27.411468,Sixth Tone,Photo Agency Apologizes for Claiming Rights to Black Hole Pic,-0.17,0.43,miscellaneous,,,,,,,,,,,,,,,
2019-04-14 15:40:04.172251,Fox,"Trump blasts New York Times reporting, says paper will be gone 'in 6 years'",0.14,0.45,miscellaneous,,,,,,,,,,,,,,,
2019-04-14 15:40:04.172251,NBC,"AOC, O'Rourke and other Democrats condemn Trump's 9/11 post on Omar",-0.12,0.38,miscellaneous,,,,,,,,,,,,,,,
2019-04-14 15:40:04.172251,Washington Post,"Venezuela’s military, despite U.S. expectations, has not turned on Maduro",-0.1,0.1,miscellaneous,,,,,,,,,,,,,,,
2019-04-14 15:40:04.172251,ABC,Ivanka Trump in Africa to promote women at work program,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-14 15:40:04.172251,Breitbart,Socialist Bernie Sanders Defends Being Millionaire: ‘I Didn’t Know It Was a Crime to Write a Good Book’,0.7,0.6,miscellaneous,,,,,,,,,,,,,,,
2019-04-14 15:40:04.172251,Buzzfeed,18 Of The Most WTF Moments From Rom-Coms,0,0.75,miscellaneous,,,,,,,,,,,,,,,
2019-04-14 15:40:04.172251,China Daily,Tsinghua University will expel those who plagiarize,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-14 15:40:04.172251,Sixth Tone,Photo Agency Apologizes for Claiming Rights to Black Hole Pic,-0.17,0.43,miscellaneous,,,,,,,,,,,,,,,
2019-04-15 22:38:55.293677,Fox,"Christian university’s students, alumni outraged over Pence invite to speak at graduation",-0.45,0.5,miscellaneous,,,,,,,,,,,,,,,
2019-04-15 22:38:55.293677,NBC,Deadly storm threatens millions in Northeast after pummeling South with tornadoes,-0.2,0.4,miscellaneous,,,,,,,,,,,,,,,
2019-04-15 22:38:55.293677,Washington Post,Democrats take aim at Stephen Miller over his role in immigration policy,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-15 22:38:55.293677,ABC,Assange accused of spying inside Ecuador's embassy,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-15 22:38:55.293677,Breitbart,2020: Unions Worry Democrats Ignoring ‘Kitchen-Table Economics’ for Divisive Far-Left Issues,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-15 22:38:55.293677,Buzzfeed,"Here Are The Best And Funniest Tweets About “Game Of Thrones” Season 8, Episode 1",0.3,0.35,miscellaneous,,,,,,,,,,,,,,,
2019-04-15 22:38:55.293677,China Daily,Nation to attract more foreign talent,0.19,0.31,miscellaneous,,,,,,,,,,,,,,,
2019-04-15 22:38:55.293677,Sixth Tone,The Invasion of the Livestreamers: How a Man Became a Meme,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-16 13:20:53.665123,Fox,Bernie Sanders faces pressure over proposed 'wealth tax' at heated Fox News town hall,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-16 13:20:53.665123,NBC,"An ALS patient's dilemma: End his own life peacefully, or die slowly of the disease?",0.18,0.63,miscellaneous,,,,,,,,,,,,,,,
2019-04-16 13:20:53.665123,Washington Post,"Notre Dame suffers ‘colossal damage,’ but Macron promises to rebuild",-0.15,0.75,miscellaneous,,,,,,,,,,,,,,,
2019-04-16 13:20:53.665123,ABC,Historic importance of Notre Dame,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-16 13:20:53.665123,Breitbart,Holy Week Fire at Notre-DameFire Chief: structure ’saved and preserved in its entirety’2/3 of roof destroyed300-year old Spire Collapse,0.1,0.2,miscellaneous,,,,,,,,,,,,,,,
2019-04-16 13:20:53.665123,Buzzfeed,"If We Look At The Past, There’s Hope For Notre Dame",-0.25,0.25,miscellaneous,,,,,,,,,,,,,,,
2019-04-16 13:20:53.665123,China Daily,Govt moves to cut chemical plant risks,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-16 13:20:53.665123,Sixth Tone,The Invasion of the Livestreamers: How a Man Became a Meme,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-17 12:30:22.838425,Fox,Prosecutor calls Jussie Smollett 'washed up actor who lied to cops' in messages: report,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-17 12:30:22.838425,NBC,Notre Dame organist playing as fire started calls devastation 'unbearable',0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-17 12:30:22.838425,Washington Post,France launches probe into cause of Notre Dame inferno,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-17 12:30:22.838425,ABC,Trump vetoes resolution to end US support in Yemen,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-17 12:30:22.838425,Breitbart,Pew Research: Hispanics to Outpace Black Americans as Largest Voting Minority in 2020,-0.17,0.43,miscellaneous,,,,,,,,,,,,,,,
2019-04-17 12:30:22.838425,Buzzfeed,Here’s What Jon Snow Might Do About Daenerys On “Game Of Thrones”,-0.4,0.4,miscellaneous,,,,,,,,,,,,,,,
2019-04-17 12:30:22.838425,China Daily,No timetable for resuming 737 Max 8 flights,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-17 12:30:22.838425,Sixth Tone,"For China’s Abandoned Children, Acrobatics Is a Harsh Last Hope",-0.1,0.38,miscellaneous,,,,,,,,,,,,,,,
2019-04-18 09:36:12.020736,Fox,"With Mueller report looming, Trump approval rating after probe revealed in Fox News Poll",0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-18 09:36:12.020736,NBC,"As AG Barr announces Thursday news conference, here’s what to expect in the Mueller report",0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-18 09:36:12.020736,Washington Post,"Mueller report will be lightly redacted, offering detailed look at investigation",0.4,0.72,miscellaneous,,,,,,,,,,,,,,,
2019-04-18 09:36:12.020736,ABC,Michigan measles patient likely got it in NY,0,1,miscellaneous,,,,,,,,,,,,,,,
2019-04-18 09:36:12.020736,Breitbart,Rob Reiner: Trump will Use Mueller Report to ‘Drive Stake Through the Heart of Democracy’,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-18 09:36:12.020736,Buzzfeed,Oprah And Gayle Have An Emergency Plan For If Gayle Ever Sleeps With Stedman And It’s Too Funny,0.25,1,miscellaneous,,,,,,,,,,,,,,,
2019-04-18 09:36:12.020736,China Daily,No timetable for resuming 737 Max 8 flights,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-18 09:36:12.020736,Sixth Tone,Greenpeace Study Shines Light on China’s Polluted Soils,0.4,0.7,miscellaneous,,,,,,,,,,,,,,,
2019-04-19 12:53:55.507837,Fox,"Mueller report sparks tinderbox of subpoena threats, payback claims",0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-19 12:53:55.507837,NBC,"Mueller report shows Russians, Trump camp were friends with benefits",0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-19 12:53:55.507837,Washington Post,"Mueller lays out evidence against Trump on obstruction, Russia",0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-19 12:53:55.507837,ABC,Barr mischaracterized Mueller report: Democrats,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-19 12:53:55.507837,Breitbart,"James Clapper: Mueller Report ‘Devastating,’ ‘Road Map’ for Impeachment",-1,1,miscellaneous,,,,,,,,,,,,,,,
2019-04-19 12:53:55.507837,Buzzfeed,Anne Hathaway Explained Her Decision To Quit Drinking And It’s So Important,0.4,1,miscellaneous,,,,,,,,,,,,,,,
2019-04-19 12:53:55.507837,China Daily,China offers to lift others' lunar projects,0.1,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-19 12:53:55.507837,Sixth Tone,Chinese Health Care Is Betting Big on AI,0,0.05,miscellaneous,,,,,,,,,,,,,,,
2019-04-20 21:25:15.559161,Fox,Mike Huckabee lashes out after Sen. Mitt Romney takes swipe at President Trump,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-20 21:25:15.559161,NBC,The counterintelligence investigation of the Trump team and Russia is still going on,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-20 21:25:15.559161,Washington Post,Investigate Trump or impeach? Democrats split over endgame.,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-20 21:25:15.559161,ABC,Storms give way to pleasant Easter Sunday,0.73,0.97,miscellaneous,,,,,,,,,,,,,,,
2019-04-20 21:25:15.559161,Breitbart,April Ryan References ‘Lopping the Heads Off’ in Calling for Firing of Sarah Sanders,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-20 21:25:15.559161,Buzzfeed,17 Coworkers We All Wish We Had In Our Lives,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-20 21:25:15.559161,China Daily,China offers to lift others' lunar projects,0.1,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-20 21:25:15.559161,Sixth Tone,To Community and Beyond: Chinese Sci-Fi’s Next Giant Leap,0,0.33,miscellaneous,,,,,,,,,,,,,,,
2019-04-21 11:12:46.285761,Fox,"Post-Mueller report, journalists rethink handling of Romney's 2012 Russia prediction",0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-21 11:12:46.285761,NBC,Armed militia member arrested for detaining migrants in New Mexico,0.14,0.45,miscellaneous,,,,,,,,,,,,,,,
2019-04-21 11:12:46.285761,Washington Post,"Armed with Mueller report, Democrats confront Trump’s spin machine",0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-21 11:12:46.285761,ABC,Ex-Marine arrested in North Korea embassy attack,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-21 11:12:46.285761,Breitbart,"Pinkerton: Making American Healthcare Great Again, Part Three — Donald Trump vs. Bernie Sanders",0.4,0.38,miscellaneous,,,,,,,,,,,,,,,
2019-04-21 11:12:46.285761,Buzzfeed,21 Hilarious And Grumpy Parents Who Are In A Seriously Bad Mood,-0.1,0.83,miscellaneous,,,,,,,,,,,,,,,
2019-04-21 11:12:46.285761,China Daily,China offers to lift others' lunar projects,0.1,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-21 11:12:46.285761,Sixth Tone,To Community and Beyond: Chinese Sci-Fi’s Next Giant Leap,0,0.33,miscellaneous,,,,,,,,,,,,,,,
2019-04-22 18:44:42.052370,Fox,"Sri Lanka blames shadowy Islamist group, 7 suicide bombers, for Easter attack that killed nearly 300",-0.05,0.2,miscellaneous,,,,,,,,,,,,,,,
2019-04-22 18:44:42.052370,NBC,"Sri Lanka was warned of terrorist plot weeks ago, but 'never expected it to be so big'",0.03,0.25,miscellaneous,,,,,,,,,,,,,,,
2019-04-22 18:44:42.052370,Washington Post,Islamic militant group blamed for deadly bombings in Sri Lanka,-0.2,0.4,miscellaneous,,,,,,,,,,,,,,,
2019-04-22 18:44:42.052370,ABC,"'Start Here': Bombs in Sri Lanka, Dems' next steps",0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-22 18:44:42.052370,Breitbart,Sri Lanka Blasts: Radical Islamist Terrorists Blamed for Easter Blasts,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-22 18:44:42.052370,Buzzfeed,"May I Present The 19 Funniest Tumblr Jokes From “Game Of Thrones” Season 8, Episode 2",-0.2,0.2,miscellaneous,,,,,,,,,,,,,,,
2019-04-22 18:44:42.052370,China Daily,Xi underlines studies on May Fourth Movement,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-22 18:44:42.052370,Sixth Tone,China’s Hottest New Song is a Rap About Noodles,0.14,0.45,miscellaneous,,,,,,,,,,,,,,,
2019-04-23 12:50:09.778697,Fox,"Pelosi, leaders hold off on impeachment process as Waters makes feelings known",0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-23 12:50:09.778697,NBC,"Militia leader said group trained to assassinate Clinton, Obama, complaint says",-0.3,0.2,miscellaneous,,,,,,,,,,,,,,,
2019-04-23 12:50:09.778697,Washington Post,Sri Lankan police home in on obscure Islamist group in Easter attacks,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-23 12:50:09.778697,ABC,"Quake kills at least 11, 24 missing in northern Philippines",-0.25,0.23,miscellaneous,,,,,,,,,,,,,,,
2019-04-23 12:50:09.778697,Breitbart,Harris: I’ll ‘Take Executive Action’ if Congress Doesn’t Pass Gun Legislation in First 100 Days,0.17,0.22,miscellaneous,,,,,,,,,,,,,,,
2019-04-23 12:50:09.778697,Buzzfeed,19 Pictures Of Unexplained Stuff That’ll Make You Pee Your Pants,-0.05,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-23 12:50:09.778697,China Daily,Well-tuned steps urged for poverty eradication,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-23 12:50:09.778697,Sixth Tone,"Vlogs, Once Ignored in China, Are Suddenly in Vogue",0,0.5,miscellaneous,,,,,,,,,,,,,,,
2019-04-24 12:37:29.497389,Fox,Limbaugh fires warning to Republicans who won't back Trump after Mueller report,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-24 12:37:29.497389,NBC,Border Patrol finds abandoned toddler with phone number on his shoes ,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-24 12:37:29.497389,Washington Post,Trump says he is opposed to White House aides testifying to Congress,0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-24 12:37:29.497389,ABC,"Expert reports 12,254 Boy Scout sex abuse victims",0,0,miscellaneous,,,,,,,,,,,,,,,
2019-04-24 12:37:29.497389,Breitbart,Cummings: Trump Deserves to Have the Mark of Impeachment,0,0,miscellaneous,,,,,,,,,,,,,,,
